,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
28,2015-02-11,1417.6082550329975,-2208.7693220993688,3058.4342011146737,1417.6082550329975,1417.6082550329975,-1044.4270349449769,-1044.4270349449769,-1044.4270349449769,-102.82952464834126,-102.82952464834126,-102.82952464834126,-941.5975102966354,-941.5975102966354,-941.5975102966354,0.0,0.0,0.0,373.1812200880206
29,2015-02-12,1417.8570072630864,-3016.6487197306537,2560.3935750842256,1417.8570072630864,1417.8570072630864,-1686.5330279515047,-1686.5330279515047,-1686.5330279515047,-684.2428037186224,-684.2428037186224,-684.2428037186224,-1002.2902242328823,-1002.2902242328823,-1002.2902242328823,0.0,0.0,0.0,-268.67602068841825
30,2015-02-14,1418.354511723264,-2183.990104936684,3536.605484682425,1418.354511723264,1418.354511723264,-739.509973176552,-739.509973176552,-739.509973176552,370.86576718503227,370.86576718503227,370.86576718503227,-1110.3757403615841,-1110.3757403615841,-1110.3757403615841,0.0,0.0,0.0,678.8445385467121
31,2015-02-15,1418.603263953353,-2467.4664387459993,3111.262346849228,1418.603263953353,1418.603263953353,-1023.981434665906,-1023.981434665906,-1023.981434665906,130.75307708976618,130.75307708976618,130.75307708976618,-1154.734511755672,-1154.734511755672,-1154.734511755672,0.0,0.0,0.0,394.621829287447
32,2015-02-16,1418.8520161834417,-2598.433169947135,3088.629082744946,1418.8520161834417,1418.8520161834417,-1183.6495425878575,-1183.6495425878575,-1183.6495425878575,7.14549095344209,7.14549095344209,7.14549095344209,-1190.7950335412997,-1190.7950335412997,-1190.7950335412997,0.0,0.0,0.0,235.20247359558425
33,2015-02-17,1419.1007684135307,-1990.9907592788238,3416.145439361435,1419.1007684135307,1419.1007684135307,-870.0044748814579,-870.0044748814579,-870.0044748814579,347.3564265892559,347.3564265892559,347.3564265892559,-1217.3609014707138,-1217.3609014707138,-1217.3609014707138,0.0,0.0,0.0,549.0962935320728
34,2015-02-18,1419.3495206436196,-2621.80029673625,2754.954696858781,1419.3495206436196,1419.3495206436196,-1336.2487796751377,-1336.2487796751377,-1336.2487796751377,-102.8295246449935,-102.8295246449935,-102.8295246449935,-1233.419255030144,-1233.419255030144,-1233.419255030144,0.0,0.0,0.0,83.10074096848189
35,2015-02-20,1419.8470251037973,-2625.0255713389247,2741.3486740217577,1419.8470251037973,1419.8470251037973,-1300.0708933063688,-1300.0708933063688,-1300.0708933063688,-69.04843345158616,-69.04843345158616,-69.04843345158616,-1231.0224598547827,-1231.0224598547827,-1231.0224598547827,0.0,0.0,0.0,119.77613179742843
36,2015-02-21,1420.095777333886,-2159.0453904802907,3269.495329667573,1420.095777333886,1420.095777333886,-840.7903549731717,-840.7903549731717,-840.7903549731717,370.86576718506035,370.86576718506035,370.86576718506035,-1211.656122158232,-1211.656122158232,-1211.656122158232,0.0,0.0,0.0,579.3054223607143
37,2015-02-22,1420.344529563975,-2378.704990197013,3259.30472367685,1420.344529563975,1420.344529563975,-1049.2301849028995,-1049.2301849028995,-1049.2301849028995,130.75307708959707,130.75307708959707,130.75307708959707,-1179.9832619924966,-1179.9832619924966,-1179.9832619924966,0.0,0.0,0.0,371.1143446610754
38,2015-02-23,1420.5932817940638,-2526.912639907162,3143.3028593055565,1420.5932817940638,1420.5932817940638,-1129.0296379426366,-1129.0296379426366,-1129.0296379426366,7.1454909534578785,7.1454909534578785,7.1454909534578785,-1136.1751288960943,-1136.1751288960943,-1136.1751288960943,0.0,0.0,0.0,291.5636438514273
39,2015-02-24,1420.8420340241526,-2254.6668547308213,3381.313517460487,1420.8420340241526,1420.8420340241526,-733.2980854906749,-733.2980854906749,-733.2980854906749,347.3564265891436,347.3564265891436,347.3564265891436,-1080.6545120798187,-1080.6545120798187,-1080.6545120798187,0.0,0.0,0.0,687.5439485334776
40,2015-02-27,1421.5882865040146,-2372.968787553629,3135.617449442989,1421.5882865040146,1421.5882865040146,-920.6482211191818,-920.6482211191818,-920.6482211191818,-69.04843345093815,-69.04843345093815,-69.04843345093815,-851.5997876682437,-851.5997876682437,-851.5997876682437,0.0,0.0,0.0,500.9400653848328
41,2015-03-01,1422.085788157256,-1997.6295169004366,3524.4397883465635,1422.085788157256,1422.085788157256,-527.4813821164266,-527.4813821164266,-527.4813821164266,130.75307708991556,130.75307708991556,130.75307708991556,-658.2344592063422,-658.2344592063422,-658.2344592063422,0.0,0.0,0.0,894.6044060408294
42,2015-03-02,1422.3345389838767,-1864.1726982521743,3608.5077763983854,1422.3345389838767,1422.3345389838767,-546.5104222787534,-546.5104222787534,-546.5104222787534,7.145490953394448,7.145490953394448,7.145490953394448,-553.6559132321479,-553.6559132321479,-553.6559132321479,0.0,0.0,0.0,875.8241167051233
43,2015-03-03,1422.5832898104973,-1621.7230133280439,3967.2859969991796,1422.5832898104973,1422.5832898104973,-98.64491922874613,-98.64491922874613,-98.64491922874613,347.3564265894221,347.3564265894221,347.3564265894221,-446.0013458181682,-446.0013458181682,-446.0013458181682,0.0,0.0,0.0,1323.938370581751
44,2015-03-04,1422.8320406371179,-1868.9327972450508,3758.675451948722,1422.8320406371179,1422.8320406371179,-439.81948288208395,-439.81948288208395,-439.81948288208395,-102.82952464633696,-102.82952464633696,-102.82952464633696,-336.98995823574694,-336.98995823574694,-336.98995823574694,0.0,0.0,0.0,983.0125577550339
45,2015-03-05,1423.0807914637387,-2253.5046087952037,3338.956210076832,1423.0807914637387,1423.0807914637387,-912.602181186215,-912.602181186215,-912.602181186215,-684.2428037185475,-684.2428037185475,-684.2428037185475,-228.35937746766743,-228.35937746766743,-228.35937746766743,0.0,0.0,0.0,510.47861027752367
46,2015-03-07,1423.5782931169801,-920.7694545703381,4414.751972063134,1423.5782931169801,1423.5782931169801,351.80400141208054,351.80400141208054,351.80400141208054,370.8657671850008,370.8657671850008,370.8657671850008,-19.061765772920236,-19.061765772920236,-19.061765772920236,0.0,0.0,0.0,1775.3822945290608
47,2015-03-10,1424.3245455968422,-776.6304676234944,4627.68234543813,1424.3245455968422,1424.3245455968422,598.9015515342905,598.9015515342905,598.9015515342905,347.3564265893668,347.3564265893668,347.3564265893668,251.54512494492377,251.54512494492377,251.54512494492377,0.0,0.0,0.0,2023.2260971311327
48,2015-03-11,1424.5732964234628,-1044.8033562320609,4306.682376110544,1424.5732964234628,1424.5732964234628,222.0364489601456,222.0364489601456,222.0364489601456,-102.82952464716871,-102.82952464716871,-102.82952464716871,324.86597360731434,324.86597360731434,324.86597360731434,0.0,0.0,0.0,1646.6097453836085
49,2015-03-14,1425.3195489033249,-441.36560132886996,5178.307427500898,1425.3195489033249,1425.3195489033249,852.1315156745295,852.1315156745295,852.1315156745295,370.86576718502886,370.86576718502886,370.86576718502886,481.26574848950077,481.26574848950077,481.26574848950077,0.0,0.0,0.0,2277.4510645778546
50,2015-03-15,1425.5682997299455,-669.8311867451894,4959.264897173014,1425.5682997299455,1425.5682997299455,641.3186118942623,641.3186118942623,641.3186118942623,130.75307708940397,130.75307708940397,130.75307708940397,510.5655348048584,510.5655348048584,510.5655348048584,0.0,0.0,0.0,2066.8869116242076
51,2015-03-16,1425.817050556566,-904.5757749118595,4431.332173669298,1425.817050556566,1425.817050556566,535.3399001158664,535.3399001158664,535.3399001158664,7.145490953426071,7.145490953426071,7.145490953426071,528.1944091624404,528.1944091624404,528.1944091624404,0.0,0.0,0.0,1961.1569506724325
52,2015-03-17,1426.0658013831867,-273.8437415017043,5173.358809514898,1426.0658013831867,1426.0658013831867,881.6942738087396,881.6942738087396,881.6942738087396,347.3564265891978,347.3564265891978,347.3564265891978,534.3378472195418,534.3378472195418,534.3378472195418,0.0,0.0,0.0,2307.7600751919263
53,2015-03-18,1426.3145522098075,-999.8557246469752,4584.19107209509,1426.3145522098075,1426.3145522098075,426.56534447238977,426.56534447238977,426.56534447238977,-102.82952464607064,-102.82952464607064,-102.82952464607064,529.3948691184604,529.3948691184604,529.3948691184604,0.0,0.0,0.0,1852.8798966821973
54,2015-03-19,1426.5633030364281,-1659.358914316825,4037.1842434825767,1426.5633030364281,1426.5633030364281,-170.2795527736041,-170.2795527736041,-170.2795527736041,-684.2428037186517,-684.2428037186517,-684.2428037186517,513.9632509450475,513.9632509450475,513.9632509450475,0.0,0.0,0.0,1256.283750262824
55,2015-03-21,1427.0608046896696,-584.7496379908913,4978.547223373316,1427.0608046896696,1427.0608046896696,825.7668657611624,825.7668657611624,825.7668657611624,370.86576718505694,370.86576718505694,370.86576718505694,454.90109857610554,454.90109857610554,454.90109857610554,0.0,0.0,0.0,2252.827670450832
56,2015-03-22,1427.3095555162902,-735.17731786488,4853.769276852843,1427.3095555162902,1427.3095555162902,544.0238469811615,544.0238469811615,544.0238469811615,130.75307708923486,130.75307708923486,130.75307708923486,413.27076989192653,413.27076989192653,413.27076989192653,0.0,0.0,0.0,1971.3334024974515
57,2015-03-23,1427.558306342911,-821.200337415652,4728.679084646564,1427.558306342911,1427.558306342911,372.2437435239402,372.2437435239402,372.2437435239402,7.145490953362656,7.145490953362656,7.145490953362656,365.0982525705776,365.0982525705776,365.0982525705776,0.0,0.0,0.0,1799.8020498668511
58,2015-03-24,1427.8070571695316,-669.4735702454454,5011.94231007361,1427.8070571695316,1427.8070571695316,658.9819592097704,658.9819592097704,658.9819592097704,347.35642658880863,347.35642658880863,347.35642658880863,311.6255326209618,311.6255326209618,311.6255326209618,0.0,0.0,0.0,2086.7890163793018
59,2015-03-25,1428.0558079961522,-929.5863606302094,4316.391823822648,1428.0558079961522,1428.0558079961522,151.3076516615334,151.3076516615334,151.3076516615334,-102.8295246465824,-102.8295246465824,-102.8295246465824,254.1371763081158,254.1371763081158,254.1371763081158,0.0,0.0,0.0,1579.3634596576856
60,2015-03-26,1428.304558822773,-1900.277082691035,3764.765102237118,1428.304558822773,1428.304558822773,-490.31322306974806,-490.31322306974806,-490.31322306974806,-684.2428037187153,-684.2428037187153,-684.2428037187153,193.92958064896737,193.92958064896737,193.92958064896737,0.0,0.0,0.0,937.9913357530249
61,2015-03-28,1428.8020604760143,-950.4552175236536,4749.057893213208,1428.8020604760143,1428.8020604760143,441.28813030271124,441.28813030271124,441.28813030271124,370.8657671849961,370.8657671849961,370.8657671849961,70.42236311771515,70.42236311771515,70.42236311771515,0.0,0.0,0.0,1870.0901907787256
62,2015-03-29,1429.0508113026349,-881.5577921988378,4345.9201478607265,1429.0508113026349,1429.0508113026349,140.26478356859758,140.26478356859758,140.26478356859758,130.75307708972687,130.75307708972687,130.75307708972687,9.511706478870702,9.511706478870702,9.511706478870702,0.0,0.0,0.0,1569.3155948712324
63,2015-03-30,1429.2995621292557,-1402.5430416638042,4093.979515809739,1429.2995621292557,1429.2995621292557,-42.24525054333769,-42.24525054333769,-42.24525054333769,7.145490953378398,7.145490953378398,7.145490953378398,-49.39074149671609,-49.39074149671609,-49.39074149671609,0.0,0.0,0.0,1387.054311585918
64,2015-03-31,1429.5483129558763,-1172.9476555824244,4603.3475698854445,1429.5483129558763,1429.5483129558763,242.01370896641126,242.01370896641126,242.01370896641126,347.35642658908705,347.35642658908705,347.35642658908705,-105.3427176226758,-105.3427176226758,-105.3427176226758,0.0,0.0,0.0,1671.5620219222876
65,2015-04-01,1429.797063782497,-1298.235794329633,4078.218568578159,1429.797063782497,1429.797063782497,-260.3665575381764,-260.3665575381764,-260.3665575381764,-102.82952464709416,-102.82952464709416,-102.82952464709416,-157.53703289108225,-157.53703289108225,-157.53703289108225,0.0,0.0,0.0,1169.4305062443204
66,2015-04-02,1430.0458146091175,-2280.739028694857,3255.6599232943854,1430.0458146091175,1430.0458146091175,-889.5573890614036,-889.5573890614036,-889.5573890614036,-684.2428037185363,-684.2428037185363,-684.2428037185363,-205.31458534286728,-205.31458534286728,-205.31458534286728,0.0,0.0,0.0,540.488425547714
67,2015-04-04,1430.543316262359,-918.9314025866759,4284.954570276016,1430.543316262359,1430.543316262359,85.09387839555687,85.09387839555687,85.09387839555687,370.8657671850553,370.8657671850553,370.8657671850553,-285.7718887894984,-285.7718887894984,-285.7718887894984,0.0,0.0,0.0,1515.6371946579159
68,2015-04-05,1430.7920670889796,-1527.8136773242077,4049.370184104337,1430.7920670889796,1430.7920670889796,-187.17835887555367,-187.17835887555367,-187.17835887555367,130.7530770893844,130.7530770893844,130.7530770893844,-317.9314359649381,-317.9314359649381,-317.9314359649381,0.0,0.0,0.0,1243.613708213426
69,2015-04-06,1431.0408179156002,-1754.903610291969,3799.082009886637,1431.0408179156002,1431.0408179156002,-337.48444061804827,-337.48444061804827,-337.48444061804827,7.145490953675788,7.145490953675788,7.145490953675788,-344.629931571724,-344.629931571724,-344.629931571724,0.0,0.0,0.0,1093.556377297552
70,2015-04-07,1431.289568742221,-1481.9621577909218,4014.900318754685,1431.289568742221,1431.289568742221,-18.63855030731349,-18.63855030731349,-18.63855030731349,347.3564265890317,347.3564265890317,347.3564265890317,-365.9949768963452,-365.9949768963452,-365.9949768963452,0.0,0.0,0.0,1412.6510184349077
71,2015-04-08,1431.5383195688416,-1654.0073960046554,3569.733479559051,1431.5383195688416,1431.5383195688416,-485.1215140928542,-485.1215140928542,-485.1215140928542,-102.82952464631613,-102.82952464631613,-102.82952464631613,-382.291989446538,-382.291989446538,-382.291989446538,0.0,0.0,0.0,946.4168054759874
72,2015-04-11,1432.284572048704,-1270.778541433655,4088.616710521711,1432.284572048704,1432.284572048704,-34.29933747094316,-34.29933747094316,-34.29933747094316,370.86576718505216,370.86576718505216,370.86576718505216,-405.1651046559954,-405.1651046559954,-405.1651046559954,0.0,0.0,0.0,1397.9852345777608
73,2015-04-12,1432.5333228753245,-1582.9566933937074,3885.1230910332483,1432.5333228753245,1432.5333228753245,-275.27291570596645,-275.27291570596645,-275.27291570596645,130.7530770890417,130.7530770890417,130.7530770890417,-406.0259927950081,-406.0259927950081,-406.0259927950081,0.0,0.0,0.0,1157.2604071693581
74,2015-04-13,1432.7820737019451,-1859.9530454732826,3708.0822054006057,1432.7820737019451,1432.7820737019451,-397.4628090438269,-397.4628090438269,-397.4628090438269,7.145490953691585,7.145490953691585,7.145490953691585,-404.6082999975185,-404.6082999975185,-404.6082999975185,0.0,0.0,0.0,1035.3192646581183
75,2015-04-15,1433.2795753551866,-1804.878285160816,3722.387947085305,1433.2795753551866,1433.2795753551866,-500.5794216638966,-500.5794216638966,-500.5794216638966,-102.82952464650785,-102.82952464650785,-102.82952464650785,-397.7498970173888,-397.7498970173888,-397.7498970173888,0.0,0.0,0.0,932.70015369129
76,2015-04-16,1433.5283261818072,-2383.175454264597,2927.9816742390763,1433.5283261818072,1433.5283261818072,-1077.9284025439053,-1077.9284025439053,-1077.9284025439053,-684.2428037186405,-684.2428037186405,-684.2428037186405,-393.6855988252649,-393.6855988252649,-393.6855988252649,0.0,0.0,0.0,355.59992363790184
77,2015-04-18,1434.0258278350484,-1291.2307038154743,4185.159523944082,1434.0258278350484,1434.0258278350484,-16.557229460570504,-16.557229460570504,-16.557229460570504,370.8657671850803,370.8657671850803,370.8657671850803,-387.4229966456508,-387.4229966456508,-387.4229966456508,0.0,0.0,0.0,1417.468598374478
78,2015-04-19,1434.2745786616692,-1493.215353870735,3802.8283931801075,1434.2745786616692,1434.2745786616692,-255.5287829413027,-255.5287829413027,-255.5287829413027,130.75307708970726,130.75307708970726,130.75307708970726,-386.28186003100996,-386.28186003100996,-386.28186003100996,0.0,0.0,0.0,1178.7457957203665
79,2015-04-20,1434.52332948829,-1763.9605922774474,4012.8467937871155,1434.52332948829,1434.52332948829,-379.8829784099241,-379.8829784099241,-379.8829784099241,7.14549095298581,7.14549095298581,7.14549095298581,-387.0284693629099,-387.0284693629099,-387.0284693629099,0.0,0.0,0.0,1054.640351078366
80,2015-04-21,1434.7720805881038,-1259.3672583234136,4103.138765648981,1434.7720805881038,1434.7720805881038,-42.60311647587993,-42.60311647587993,-42.60311647587993,347.35642658953185,347.35642658953185,347.35642658953185,-389.95954306541176,-389.95954306541176,-389.95954306541176,0.0,0.0,0.0,1392.1689641122239
81,2015-04-22,1435.0208316879175,-1815.4071881489785,3670.6748932850255,1435.0208316879175,1435.0208316879175,-498.09370364842493,-498.09370364842493,-498.09370364842493,-102.82952464733958,-102.82952464733958,-102.82952464733958,-395.26417900108527,-395.26417900108527,-395.26417900108527,0.0,0.0,0.0,936.9271280394926
82,2015-04-23,1435.2695827877312,-2323.427298866974,3256.7082176295157,1435.2695827877312,1435.2695827877312,-1087.2635653027803,-1087.2635653027803,-1087.2635653027803,-684.2428037187042,-684.2428037187042,-684.2428037187042,-403.0207615840761,-403.0207615840761,-403.0207615840761,0.0,0.0,0.0,348.0060174849509
83,2015-04-25,1435.7670849873589,-1241.6289098044367,4275.191733821587,1435.7670849873589,1435.7670849873589,-54.788939898371865,-54.788939898371865,-54.788939898371865,370.8657671850195,370.8657671850195,370.8657671850195,-425.6547070833913,-425.6547070833913,-425.6547070833913,0.0,0.0,0.0,1380.978145088987
84,2015-04-26,1436.0158360871726,-1616.1369185379308,3872.1561775651653,1436.0158360871726,1436.0158360871726,-309.4009558073913,-309.4009558073913,-309.4009558073913,130.75307708919115,130.75307708919115,130.75307708919115,-440.1540328965825,-440.1540328965825,-440.1540328965825,0.0,0.0,0.0,1126.6148802797813
85,2015-04-28,1436.5133382868,-1467.3332504765885,3827.9111463687395,1436.5133382868,1436.5133382868,-126.52385046812586,-126.52385046812586,-126.52385046812586,347.35642658914264,347.35642658914264,347.35642658914264,-473.8802770572685,-473.8802770572685,-473.8802770572685,0.0,0.0,0.0,1309.9894878186742
86,2015-04-29,1436.762089386614,-1890.2829138743264,3484.506085002656,1436.762089386614,1436.762089386614,-595.0550766513783,-595.0550766513783,-595.0550766513783,-102.82952464785134,-102.82952464785134,-102.82952464785134,-492.22555200352696,-492.22555200352696,-492.22555200352696,0.0,0.0,0.0,841.7070127352357
87,2015-04-30,1437.0108404864277,-2706.741155049254,2982.310569785956,1437.0108404864277,1437.0108404864277,-1195.1220645152516,-1195.1220645152516,-1195.1220645152516,-684.2428037187213,-684.2428037187213,-684.2428037187213,-510.87926079653033,-510.87926079653033,-510.87926079653033,0.0,0.0,0.0,241.88877597117607
88,2015-05-02,1437.5083426860551,-1334.2468029203862,3872.6335925666986,1437.5083426860551,1437.5083426860551,-176.01634575239416,-176.01634575239416,-176.01634575239416,370.8657671850164,370.8657671850164,370.8657671850164,-546.8821129374106,-546.8821129374106,-546.8821129374106,0.0,0.0,0.0,1261.491996933661
89,2015-05-03,1437.757093785869,-1795.0311696925557,3512.4663057362163,1437.757093785869,1437.757093785869,-432.345114117532,-432.345114117532,-432.345114117532,130.7530770890221,130.7530770890221,130.7530770890221,-563.0981912065541,-563.0981912065541,-563.0981912065541,0.0,0.0,0.0,1005.4119796683372
